AGE,GRADE,IMMIG,REPEAT,STUDYHMW,EXPECEDU,RELATST,FAMSUP,SCHSUST,PAREDINT,HISEI,HOMEPOS,ESCS,PQSCHOOL,PAREXPT
0.08478321294345423,0.23495963483500748,-0.31051254231825953,-0.2706434585023906,0.6725696010293558,0.31752168526596225,0.2838267236114912,0.4782845591052408,0.2752090483226985,-0.2007513706674901,-0.7628203298614162,-0.4138187778484339,-0.5784109502441062,0.12066462657981665,0.19390740037056042
-0.024015462533075474,-0.038915042318033624,-0.10883801823312268,-0.06750578862628001,-0.12095390025201065,-0.3970824999398857,-0.08682315881072736,-0.1372160095390596,-0.07465568070004937,-0.3105414046919519,-0.32379659912042685,-0.1316970011319152,-0.32784057847303605,-0.4328730497364246,-3.848727128225351
0.09607976132293242,0.049403354674823194,-0.2592064909745062,-0.2426579318759632,0.07721239530308961,0.1319438087158958,-0.006344606699105939,-0.4357899365800381,-0.39899717819822617,-1.8557315204058078,-1.1073675609202815,-1.3874069954050674,-1.8547127595142046,0.09097458802197705,0.21985038544104427
-0.03227414255493837,0.10736676912726467,2.953972329935852,-0.14315080464560925,0.01329351958772399,0.26822728739847035,0.020645977611033796,0.06914863050836932,0.07674113637111671,0.5853039839440528,0.7207760196269553,0.45815165353758897,0.7516239812003275,0.04551944146402575,0.1911619046914168
0.010286601244791199,0.19933075153574317,-0.29326530674207046,-0.2576000512138505,0.5207737419632901,0.37791771598049767,0.9479104725772064,0.8950869706436627,0.8794159952711991,0.5706205631894891,0.7738541225755823,0.6044248932107824,0.8257679136684422,0.259238757195457,0.18405747436408473
0.016555226206544833,-1.7223934133761587,0.2587318445020504,3.6764510430541195,-0.05160256658821571,-0.2254813848079662,-0.0527717703330565,-0.2544403208422453,-0.23225377992164845,-0.35293740600615775,-0.4992105569013572,-0.5411155988384708,-0.5935916229365055,0.08391811386479738,-0.027345458658508768
0.002332291598722429,-0.040182460173882925,2.675256619760535,-0.21407652735463614,0.05318578916088848,-0.02738173226801294,-0.0493417804891361,-0.1888445960177952,-0.012903105052762872,-0.6484214450518925,-0.8620200472334301,-0.47250557102305674,-0.8425764013865114,-0.03776525595582595,0.04616704174616595
0.9164352724921104,0.484614231516875,-0.3132448482184094,-0.2631142861426484,-0.19051135532979216,0.1916536388760923,-0.2819594804789722,-0.1748339972559978,-0.1357805674052807,0.5457669561115295,0.7233312428996432,0.5146869243706018,0.7568464383389436,-0.10744999997029894,0.17572976950284122
-0.9379249306684829,-0.20080271575694564,-0.31880954135888034,-0.26932198297495524,-0.1343090885983724,0.1496225861536184,-0.2799894237874369,-0.11646424725600851,-0.1429531160646279,0.5548261245105616,0.7261139475038723,0.5421566058194347,0.7741211293529461,-0.10230506598618891,0.17321760329228592
-0.10996074070531948,-0.004842255283709078,-0.30059749484211645,-0.27137016060150204,-0.7479669708486972,-0.9507233766231861,-0.3609374315032752,-0.47723341768329,-0.36888152957944714,-0.2981740585300059,-0.5849335338975591,-0.2823363884427246,-0.4944952783745502,-0.050510483526745774,0.25072781400535027
